title,genres,vote_average,adult,runtime
In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",6.8,False,128.0
In the Name of the Father,Drama,7.6,False,133.0
The Inkwell,"Comedy, Drama, Romance",3.9,False,110.0
What's Love Got to Do with It,"Drama, Music",6.9,False,118.0
Jimmy Hollywood,Comedy,4.6,False,112.0
Judgment Night,"Action, Thriller, Crime",6.4,False,110.0
Jurassic Park,"Adventure, Science Fiction",7.6,False,127.0
Kalifornia,"Thriller, Crime",6.5,False,117.0
Killing Zoe,"Action, Crime, Drama, Thriller",6.1,False,96.0
King of the Hill,Drama,6.4,False,103.0
Lassie,"Action, Adventure, Drama, Family",6.1,False,94.0
Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family",6.1,False,130.0
Life With Mikey,"Comedy, Family",5.1,False,91.0
Lightning Jack,"Action, Comedy, Western",5.7,False,98.0
M. Butterfly,"Drama, Romance",6.6,False,101.0
Made in America,Comedy,5.3,False,111.0
Malice,"Drama, Crime",5.9,False,107.0
The Man without a Face,Drama,6.2,False,114.0
Manhattan Murder Mystery,"Comedy, Mystery",7.1,False,104.0
Menace II Society,"Drama, Action, Crime",7.2,False,97.0
Executive Decision,"Action, Adventure, Drama, Thriller",5.8,False,133.0
In the Realm of the Senses,"Drama, Romance",6.5,False,105.0
What Happened Was...,"Thriller, Comedy, Drama, Romance",7.0,False,91.0
Much Ado About Nothing,"Drama, Comedy, Romance",7.2,False,111.0
Mr. Jones,"Drama, Romance",5.9,False,114.0
Mr. Wonderful,"Comedy, Romance",5.5,False,98.0
Mrs. Doubtfire,"Comedy, Drama, Family",7.0,False,125.0
Naked,"Comedy, Drama",7.5,False,131.0
The Next Karate Kid,Adventure,4.8,False,107.0
The New Age,"Comedy, Drama",4.8,False,112.0
No Escape,"Action, Drama, Science Fiction, Thriller",6.1,False,118.0
North,"Comedy, Drama, Family, Fantasy, Science Fiction",4.8,False,87.0
Orlando,"Romance, Drama, Fantasy",6.7,False,93.0
A Perfect World,"Crime, Drama, Thriller",7.2,False,138.0
Philadelphia,Drama,7.6,False,125.0
The Piano,"Drama, Romance",7.1,False,121.0
Poetic Justice,"Drama, Romance",6.9,False,109.0
The Program,Drama,6.0,False,112.0
The Puppet Masters,"Horror, Science Fiction, Thriller",5.6,False,109.0
Radioland Murders,"Comedy, Crime, Drama, Music, Mystery, Romance",5.8,False,108.0
The Ref,Comedy,6.7,False,97.0
The Remains of the Day,"Drama, Romance",7.5,False,134.0
Renaissance Man,"Comedy, War",5.9,False,128.0
Rising Sun,"Action, Drama, Thriller",5.8,False,125.0
The Road to Wellville,"Comedy, Romance",5.5,False,118.0
RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",4.2,False,104.0
Robin Hood: Men in Tights,Comedy,6.4,False,104.0
Romeo Is Bleeding,"Action, Crime, Drama, Thriller",5.7,False,100.0
Romper Stomper,"Action, Drama, Thriller",6.6,False,94.0
Ruby in Paradise,"Drama, Romance",5.6,False,114.0
Rudy,Drama,7.2,False,114.0
The Saint of Fort Washington,Drama,4.0,False,99.0
Savage Nights,Drama,6.2,False,126.0
Schindler's List,"Drama, History, War",8.3,False,195.0
The Scout,"Comedy, Drama",5.3,False,101.0
Searching for Bobby Fischer,Drama,7.3,False,110.0
Second Best,Drama,5.9,False,105.0
The Secret Garden,"Drama, Family, Fantasy",7.1,False,102.0
Serial Mom,"Comedy, Crime, Horror, Thriller",6.4,False,95.0
The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",5.4,False,108.0
Shadowlands,"Drama, Romance",6.8,False,131.0
Short Cuts,"Comedy, Drama",6.9,False,187.0
A Simple Twist of Fate,"Drama, Family",5.7,False,106.0
Sirens,"Comedy, Drama",5.2,False,98.0
Six Degrees of Separation,"Mystery, Drama, Comedy",6.5,False,112.0
Sleepless in Seattle,"Comedy, Drama, Romance",6.5,False,105.0
Sliver,"Drama, Thriller",4.9,False,108.0
Blade Runner,"Science Fiction, Drama, Thriller",7.9,False,117.0
Son in Law,"Comedy, Drama, Romance",5.6,False,95.0
So I Married an Axe Murderer,"Comedy, Crime, Romance",6.1,False,93.0
Striking Distance,"Crime, Action, Mystery, Thriller",5.4,False,102.0
Harem,"History, Drama, Romance",4.0,False,113.0
Super Mario Bros.,"Adventure, Comedy, Family, Fantasy",4.0,False,104.0
Surviving the Game,"Action, Adventure, Thriller, Crime",6.1,False,96.0
Terminal Velocity,"Action, Thriller",5.0,False,102.0
Thirty Two Short Films About Glenn Gould,"Drama, Music",7.4,False,93.0
Threesome,"Comedy, Drama, Family, Romance",6.3,False,93.0
The Nightmare Before Christmas,"Fantasy, Animation, Family",7.6,False,76.0
The Three Musketeers,"Action, Adventure, Comedy",6.2,False,105.0
Tombstone,"Action, Adventure, Drama, History, Western",7.4,False,130.0
Trial by Jury,"Drama, Action, Thriller",5.5,False,107.0
True Romance,"Action, Thriller, Crime, Romance",7.5,False,120.0
The War Room,"Documentary, History",7.3,False,96.0
The Pagemaster,"Fantasy, Science Fiction, Family, Animation",6.2,False,80.0
"Paris, France","Drama, Comedy",6.0,False,112.0
"The Beans of Egypt, Maine",,0.0,False,0.0
Killer,"Thriller, Drama, Romance",3.0,False,97.0
Welcome to the Dollhouse,"Comedy, Drama",6.9,False,88.0
Germinal,"Drama, Romance",6.3,False,160.0
Chasers,"Comedy, Romance",4.7,False,102.0
Cronos,"Drama, Horror, Thriller",6.4,False,94.0
Naked in New York,"Comedy, Romance",4.0,False,95.0
Kika,"Comedy, Drama",6.8,False,117.0
Bhaji on the Beach,"Comedy, Drama",5.1,False,100.0
Little Big League,"Comedy, Family",6.0,False,119.0
The Slingshot,Drama,6.2,False,102.0
Wide Eyed and Legless,"TV Movie, Drama, Romance, Comedy",0.0,False,102.0
Foreign Student,"Drama, Romance",0.0,False,90.0
"Ciao, Professore!","Comedy, Foreign",7.2,False,100.0
Spanking the Monkey,"Comedy, Drama",5.3,False,106.0
The Little Rascals,"Romance, Comedy, Family",6.3,False,82.0
À la mode,Comedy,0.0,False,82.0
Andre,"Drama, Family, Adventure",5.0,False,94.0
The Escort,"Thriller, Crime, Drama",5.0,False,92.0
Princess Caraboo,"Comedy, Drama, History, Mystery",4.4,False,97.0
The Celluloid Closet,"History, Documentary",7.0,False,102.0
Café au Lait,"Drama, Comedy, Romance, Foreign",6.8,False,94.0
Dear Diary,"Comedy, Drama",6.9,False,100.0
I Don't Want to Talk About It,"Romance, Drama",6.0,False,106.0
The Brady Bunch Movie,Comedy,5.9,False,84.0
Home Alone,"Comedy, Family",7.1,False,103.0
Ghost,"Fantasy, Drama, Thriller, Mystery, Romance",6.9,False,127.0
Aladdin,"Animation, Family, Comedy, Adventure, Fantasy, Romance",7.4,False,90.0
Terminator 2: Judgment Day,"Action, Thriller, Science Fiction",7.7,False,137.0
Dances with Wolves,"Adventure, Drama, Western",7.6,False,181.0
Tough and Deadly,"Thriller, Action, Drama",6.3,False,92.0
Batman,"Fantasy, Action",7.0,False,126.0
The Silence of the Lambs,"Crime, Drama, Thriller",8.1,False,119.0
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family",6.9,False,83.0
Beauty and the Beast,"Romance, Family, Animation, Fantasy, Music",7.5,False,84.0
Pinocchio,"Animation, Family",6.9,False,88.0
Pretty Woman,"Romance, Comedy",7.0,False,119.0
Window to Paris,"Comedy, Drama, Fantasy",6.0,False,87.0
The Wild Bunch,"Adventure, Western",7.7,False,145.0
Love and a .45,"Crime, Thriller",5.5,False,101.0
The Wooden Man's Bride,"Drama, Foreign, Romance",6.5,False,113.0
A Great Day in Harlem,,7.0,False,60.0
Bye Bye Love,"Comedy, Romance",6.1,False,106.0
One Fine Day,"Comedy, Romance",6.1,False,108.0
Candyman: Farewell to the Flesh,Horror,5.0,False,93.0
Century,"Romance, Drama",5.0,False,112.0
Fargo,"Crime, Drama, Thriller",7.7,False,98.0
Homeward Bound II: Lost in San Francisco,"Adventure, Comedy, Drama, Family",6.0,False,89.0
Heavy Metal,"Animation, Science Fiction",6.3,False,90.0
Hellraiser: Bloodline,"Horror, Thriller, Science Fiction",4.9,False,86.0
The Pallbearer,"Comedy, Romance",4.6,False,97.0
Jane Eyre,"Drama, Romance",7.1,False,112.0
Loaded,"Drama, Mystery, Thriller",4.0,False,91.0
Bread and Chocolate,"Comedy, Foreign",7.1,False,100.0
The Aristocats,"Animation, Comedy, Family, Adventure",7.1,False,78.0
The Flower of My Secret,"Drama, Romance",6.9,False,107.0
Two Much,"Comedy, Romance",5.1,False,118.0
Ed,"Comedy, Family",3.6,False,94.0
Scream of Stone,"Adventure, Drama, Documentary",7.5,False,105.0
My Favorite Season,Drama,6.4,False,127.0
A Modern Affair,,5.0,False,90.0
Condition Red,"Thriller, Action, Drama",4.7,False,83.0
Halfaouine: Boy of the Terraces,"Comedy, Drama",7.4,False,98.0
A Thin Line Between Love and Hate,"Comedy, Thriller, Crime, Romance",5.7,False,108.0
The Last Supper,"Comedy, Thriller, Crime, Drama",6.5,False,92.0
Primal Fear,"Crime, Drama, Mystery, Thriller",7.4,False,129.0
Rude,,6.0,False,89.0
Carried Away,"Drama, Romance",5.4,False,109.0
All Dogs Go to Heaven 2,"Romance, Animation, Family, Adventure, Fantasy",5.0,False,82.0
Land and Freedom,"Drama, History, War, Romance",7.0,False,109.0
Denise Calls Up,Comedy,6.6,False,80.0
Theodore Rex,"Fantasy, Science Fiction, Family",3.6,False,92.0
A Family Thing,"Comedy, Drama",5.6,False,109.0
Frisk,"Drama, Thriller",3.0,False,88.0
Sgt. Bilko,"Comedy, Family",5.5,False,90.0
Jack & Sarah,"Comedy, Drama, Romance",5.1,False,110.0
Girl 6,Comedy,5.7,False,108.0
Diabolique,"Drama, Horror, Mystery, Thriller",5.4,False,107.0
"Little Indian, Big City","Adventure, Drama, Comedy, Family",6.0,False,90.0
Roula,"Romance, Drama",5.0,False,97.0
Peanuts – Die Bank zahlt alles,Comedy,4.0,False,
Happy Weekend,Comedy,0.0,False,
Nelly and Monsieur Arnaud,"Drama, Romance",7.1,False,106.0
Courage Under Fire,"Drama, Thriller, Mystery, War",6.2,False,117.0
Mission: Impossible,"Adventure, Action, Thriller",6.7,False,110.0
Cold Fever,"Drama, Comedy",7.7,False,85.0
Moll Flanders,"Drama, Romance",6.2,False,123.0
The Superwife,Comedy,5.3,False,86.0
"301, 302","Horror, Mystery, Thriller",6.2,False,100.0
DragonHeart,Fantasy,6.4,False,103.0
Und keiner weint mir nach,Drama,0.0,False,
My Mother's Courage,Drama,0.0,False,93.0
Eddie,"Action, Comedy",5.4,False,100.0
Yankee Zulu,"Drama, Comedy",6.0,False,100.0
Billy's Holiday,,0.0,False,92.0
Purple Noon,"Crime, Drama, Thriller",7.3,False,115.0
August,"Romance, Comedy, Drama",5.3,False,94.0
James and the Giant Peach,"Adventure, Animation, Family",6.2,False,79.0
Fear,"Drama, Thriller, Romance",6.1,False,97.0
Kids in the Hall: Brain Candy,Comedy,5.9,False,89.0
Faithful,"Comedy, Crime, Drama",4.8,False,91.0
Underground,"War, Drama, Comedy",7.5,False,170.0
All Things Fair,"War, Drama, Romance",6.1,False,130.0
Bloodsport II,"Action, Thriller",5.2,False,90.0
Pather Panchali,Drama,7.9,False,125.0
The World of Apu,Drama,8.2,False,117.0
Mystery Science Theater 3000: The Movie,"Comedy, Science Fiction",7.0,False,73.0
Tarantella,,0.0,False,100.0
Space Jam,"Animation, Comedy, Drama, Family, Fantasy",6.5,False,88.0
Barbarella,Science Fiction,5.7,False,98.0
Hostile Intentions,"Thriller, Action, Drama",8.0,False,90.0
They Bite,"Comedy, Horror, Science Fiction",5.5,False,98.0
Some Folks Call It a Sling Blade,"Drama, Thriller",7.5,False,25.0
The Run of the Country,"Drama, Romance",8.0,False,0.0
Alphaville,"Drama, Science Fiction, Mystery",6.8,False,100.0
Coup de Torchon,Drama,6.8,False,128.0
Tigrero: A Film That Was Never Made,"Documentary, Foreign",7.5,False,75.0
The Eye of Vichy,,0.0,False,110.0
Windows,"Horror, Drama, Thriller",5.8,False,96.0
It's My Party,Drama,6.2,False,110.0
Country Life,"Drama, Romance",8.0,False,118.0
Operation Dumbo Drop,"Action, Adventure, Comedy, Family",4.7,False,107.0
The Promise,"Drama, Romance",5.0,False,115.0
Mrs. Winterbourne,"Comedy, Romance, Drama",5.5,False,105.0
Solo,"Action, Adventure, Science Fiction, Thriller",3.9,False,94.0
Under The Domim Tree,"Drama, Foreign",6.5,False,0.0
The Substitute,"Action, Thriller",5.8,False,114.0
True Crime,"Crime, Mystery, Thriller",5.1,False,94.0
Butterfly Kiss,"Crime, Drama, Romance, Thriller",7.4,False,88.0
Feeling Minnesota,"Action, Comedy, Drama, Thriller",5.5,False,99.0
Delta of Venus,"Drama, Romance",3.3,False,99.0
To Cross the Rubicon,,0.0,False,0.0
Angus,"Comedy, Drama, Family, Romance",6.8,False,90.0
Priest Daens,"Drama, History",6.7,False,138.0
Faces,Drama,7.1,False,130.0
Boys,"Romance, Drama, Mystery",5.3,False,86.0
The Quest,"Action, Adventure",5.3,False,95.0
Cosi,"Comedy, Romance",7.1,False,102.0
Sunset Park,Drama,5.1,False,99.0
Mulholland Falls,"Drama, Mystery, Thriller",6.2,False,107.0
The Truth About Cats & Dogs,"Comedy, Romance",5.7,False,93.0
Oliver & Company,"Animation, Comedy, Family",6.5,False,74.0
Celtic Pride,Comedy,4.9,False,91.0
Flipper,"Adventure, Family",5.3,False,95.0
Captives,"Drama, Thriller, Mystery, Romance",6.0,False,100.0
Of Love and Shadows,Drama,4.4,False,103.0
Dead Man,"Drama, Fantasy, Western",7.2,False,121.0
The Horseman on the Roof,"War, Adventure, Drama, Romance",6.7,False,135.0
Switchblade Sisters,"Action, Crime, Drama",6.6,False,91.0
Mouth to Mouth,"Comedy, Foreign",5.5,False,106.0
The Visitors,"Fantasy, Comedy, Science Fiction",7.1,False,107.0
Multiplicity,"Comedy, Fantasy, Science Fiction",5.5,False,117.0
"The Haunted World of Edward D. Wood, Jr.",Documentary,10.0,False,112.0
Two Friends,"Drama, Foreign",0.0,False,86.0
The Craft,"Drama, Fantasy, Horror, Thriller",6.3,False,101.0
The Great White Hype,"Comedy, Drama",5.1,False,91.0
Last Dance,"Drama, Thriller",5.6,False,103.0
War Stories Our Mother Never Told Us,,0.0,False,95.0
Cold Comfort Farm,"Comedy, Drama, Romance",7.0,False,95.0
"Institute Benjamenta, or This Dream People Call Human Life","Animation, Drama",7.7,False,104.0
Heaven's Prisoners,"Drama, Mystery, Thriller",5.0,False,132.0
Original Gangstas,"Action, Drama, Crime, Thriller",5.5,False,99.0
The Rock,"Action, Adventure, Thriller",6.9,False,136.0
Getting Away with Murder,Comedy,5.5,False,91.0
Cemetery Man,"Fantasy, Drama, Horror, Comedy",7.0,False,105.0
Twister,"Action, Adventure, Drama",6.1,False,113.0
Barb Wire,"Action, Science Fiction",3.9,False,98.0
Le Garçu,Drama,5.0,False,102.0
Honeymoon,Comedy,0.0,False,92.0
Ghost in the Shell,"Action, Animation, Science Fiction",7.8,False,83.0
Thinner,"Horror, Thriller",5.5,False,92.0
Spy Hard,"Action, Comedy",4.9,False,81.0
Brothers in Trouble,"Comedy, Drama",0.0,False,102.0
A Close Shave,"Family, Animation, Comedy",7.5,False,30.0
Force of Evil,"Drama, Action, Crime",6.6,False,78.0
The Stupids,"Comedy, Family",4.2,False,94.0
The Arrival,"Action, Mystery, Science Fiction, Thriller",6.1,False,115.0
The Man from Down Under,"Drama, War",0.0,False,103.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama, Comedy, War",8.0,False,95.0
Careful,"Horror, Comedy, Drama, Fantasy",7.8,False,100.0
Vermont Is for Lovers,,0.0,False,88.0
A Month by the Lake,"Comedy, Drama, Romance",7.2,False,92.0
Gold Diggers: The Secret of Bear Mountain,Drama,5.8,False,94.0
Kim,"Family, Adventure",7.0,False,113.0
Carmen Miranda: Bananas Is My Business,Documentary,10.0,False,91.0
Ashes of Time,"Drama, Action",7.1,False,100.0
The Jar,,8.0,False,86.0
Maya Lin: A Strong Clear Vision,Documentary,0.0,False,105.0
Stalingrad,"Drama, History, War",7.4,False,134.0
The Phantom,"Adventure, Action",4.7,False,100.0
Striptease,"Drama, Thriller, Crime",4.4,False,115.0
The Last of the High Kings,"Drama, Comedy",5.7,False,102.0
Heavy,"Drama, Romance",7.7,False,105.0
Jack,"Comedy, Drama, Science Fiction",5.9,False,113.0
I Shot Andy Warhol,Drama,6.1,False,103.0
The Grass Harp,"Comedy, Drama, Family",6.1,False,107.0
Someone Else's America,Drama,0.0,False,96.0
Life is Rosy,"Music, Romance",6.5,False,80.0
Quartier Mozart,,5.0,False,80.0
Touki Bouki,"Drama, Romance",7.3,False,85.0
God's Gift,Drama,5.0,False,75.0
Spirits of the Dead,"Drama, Mystery, Horror",5.5,False,121.0
Babyfever,,0.0,False,109.0
Pharaoh's  Army,"Western, Drama, War",6.3,False,90.0
Trainspotting,"Drama, Crime",7.8,False,93.0
Til There Was You,"Comedy, Romance",3.9,False,113.0
Independence Day,"Action, Adventure, Science Fiction",6.7,False,145.0
Stealing Beauty,"Drama, Romance",6.6,False,116.0
The Fan,"Drama, Mystery, Thriller",5.7,False,116.0
The Hunchback of Notre Dame,"Drama, Animation, Family",6.8,False,91.0
The Cable Guy,"Comedy, Drama, Thriller",5.7,False,96.0
Kingpin,Comedy,6.7,False,113.0
Eraser,"Action, Drama, Mystery, Thriller",5.6,False,115.0
The Gate of Heavenly Peace,Documentary,6.7,False,180.0
The Nutty Professor,"Fantasy, Comedy, Romance, Science Fiction",5.4,False,95.0
"I, the Worst of All","Drama, Foreign",6.8,False,105.0
An Unforgettable Summer,"Drama, Romance, War",7.2,False,82.0
A Hungarian Fairy Tale,,0.0,False,97.0
My Life and Times With Antonin Artaud,,8.0,False,90.0
Midnight Dancers,,7.0,False,100.0
Somebody to Love,"Comedy, Drama",5.1,False,102.0
A Very Natural Thing,Drama,6.3,False,80.0
The Old Lady Who Walked in the Sea,Comedy,0.0,False,0.0
Daylight,"Action, Adventure, Thriller",5.8,False,115.0
The Frighteners,"Horror, Comedy",6.7,False,110.0
Lone Star,"Drama, Mystery, Romance",6.9,False,135.0
Harriet the Spy,"Comedy, Drama, Family",5.7,False,100.0
Phenomenon,"Drama, Fantasy, Romance, Science Fiction",6.2,False,123.0
Walking and Talking,"Comedy, Drama, Romance",6.6,False,86.0
She's the One,"Comedy, Romance",5.7,False,96.0
A Time to Kill,"Crime, Drama, Thriller",7.0,False,149.0
American Buffalo,Drama,6.2,False,88.0
Rendezvous in Paris,"Romance, Comedy",6.5,False,94.0
Alaska,Adventure,5.2,False,109.0
Fled,"Action, Comedy, Thriller",5.2,False,98.0
Kazaam,"Fantasy, Comedy, Science Fiction, Family",3.6,False,93.0
Magic Hunter,,6.0,False,106.0
Larger Than Life,"Family, Comedy",5.4,False,93.0
A Boy Called Hate,,6.0,False,0.0
Power 98,"Action, Mystery, Thriller",4.0,False,89.0
Two Deaths,"War, Drama",7.0,False,102.0
A Very Brady Sequel,Comedy,5.8,False,90.0
Stefano Quantestorie,Comedy,6.0,False,82.0
Death in the Garden,"Adventure, Drama",7.4,False,104.0
Hedd Wyn,"War, Drama",6.5,False,123.0
La Collectionneuse,"Drama, Comedy, Romance",6.5,False,89.0
Kaspar Hauser,"Drama, Foreign",6.3,False,139.0
Regular Guys,"Comedy, Foreign",5.2,False,100.0
Diebinnen,Drama,4.0,False,
The Convent,Thriller,6.5,False,91.0
The Adventures of Pinocchio,"Animation, Family, Fantasy",5.0,False,90.0
Joe's Apartment,"Fantasy, Comedy, Music",5.0,False,78.0
The First Wives Club,Comedy,6.5,False,102.0
Stonewall,"Romance, Drama, Comedy",7.2,False,99.0
Ransom,"Action, Thriller",6.4,False,117.0
High School High,Comedy,5.4,False,86.0
Phat Beach,Comedy,5.4,False,89.0
Foxfire,"Action, Drama, Thriller",6.3,False,102.0
Chain Reaction,"Action, Drama, Science Fiction, Thriller",5.3,False,107.0
Matilda,"Comedy, Family, Fantasy",6.9,False,98.0
Emma,"Drama, Comedy, Romance",6.7,False,121.0
The Crow: City of Angels,"Action, Fantasy, Thriller",5.2,False,84.0
House Arrest,"Comedy, Family",5.0,False,108.0
Eyes Without a Face,"Drama, Horror, Thriller",7.5,False,90.0
Bordello of Blood,"Horror, Comedy",5.0,False,87.0
Lotto Land,Drama,7.0,False,87.0
The Story of Xinghua,,0.0,False,90.0
The Day the Sun Turned Cold,,7.0,False,99.0
Flirt,"Drama, Romance",7.5,False,85.0
The Big Squeeze,Drama,5.0,False,98.0
The Spitfire Grill,"Comedy, Drama",6.8,False,117.0
Escape from L.A.,"Action, Adventure, Science Fiction, Thriller",5.6,False,97.0
Cyclo,"Crime, Drama",6.8,False,123.0
Basquiat,"Drama, History",6.6,False,108.0
Tin Cup,"Comedy, Drama, Romance",5.9,False,135.0
Dingo,"Drama, Music",6.0,False,109.0
The Ballad of Narayama,Drama,6.4,False,98.0
Every Other Weekend,Drama,6.0,False,104.0
Mille bolle blu,,6.0,False,0.0
Crows and Sparrows,,5.0,False,113.0
The Godfather,"Drama, Crime",8.5,False,175.0
Maybe... Maybe Not,"Comedy, Drama",6.1,False,90.0
Police Story 3: Supercop,"Action, Crime, Thriller",6.7,False,95.0
Manny & Lo,"Drama, Comedy",6.3,False,88.0
Wife,Drama,0.0,False,89.0
Small Faces,,6.4,False,108.0
Bound,"Crime, Drama, Romance, Thriller",6.9,False,108.0
Carpool,"Comedy, Family",4.9,False,89.0
Death in Brunswick,Drama,6.1,False,109.0
Kansas City,"Thriller, Drama, Music, Crime",6.1,False,116.0
Gone Fishin',"Comedy, Family",4.7,False,94.0
Lover's Knot,"Romance, Comedy",4.0,False,82.0
Vive L'Amour,Drama,7.3,False,118.0
Shadow of Angels,Drama,4.0,False,101.0
Killer: A Journal of Murder,Drama,6.3,False,91.0
Nothing to Lose,"Action, Crime, Drama",0.0,False,0.0
Project S,"Action, Adventure, Crime",5.8,False,104.0
Girls Town,"Comedy, Drama",5.2,False,90.0
Bye-Bye,Drama,7.7,False,104.0
The Relic,"Horror, Mystery, Thriller",5.8,False,110.0
The Island of Dr. Moreau,"Fantasy, Horror, Science Fiction",4.6,False,96.0
